dead,gis_code,name
,13070202,Ihuriro
,13070203,Murambi
,13070204,Rutoki
,13070205,Taba
,13070206,Terimbere
,13070207,Ubutare
,13070208,Umurimo
,13070301,Akimana
,13070302,Amahoro
,13070303,Byimana
,13070304,Indatwa
,13070305,Ingenzi
,13070306,Kabeza
,13070307,Karurayi
,13070308,Mataba
,13070309,Umucyo
,13070401,Kamabuye
,13070402,Karuyenzi
,13070403,Kivu
,13070404,Rebero
,13070405,Twishorezo
,13070406,Zuba
,13070501,Amajyambere
,13070502,Bwiza
,13070503,Nyarurembo
,13070504,Ubumwe
,13070505,Umutekano
,13070506,Urumuri
,13070507,Uwateke
,13080101,Kababyeyi
,13080102,Ayabaraya
,13080103,Nyamico
,13080104,Nyamyijima
,13080105,Nyirakavomo
,13080106,Rususa
,13080201,Biryogo
,13080202,Bwiza
,13080203,Cyimo
,13080204,Kabeza
,13080205,Kiyovu
,13080206,Masaka
,13080207,Murambi
,13080208,Nyakagunga
,13080209,Urugwiro
,13080301,Bamporeze
,13080302,Butangampundu
,13080303,Butare
,13080304,Cyugamo
,13080305,Gicaca
,13080306,Gihuke
,13080307,Kabeza
,13080308,Kibande
,13080309,Rebero
,13080310,Rugende
,13080311,Ruyaga
,13080401,Gitaraga
,13080402,Kabeza
,13080403,Kajevuba
,13080404,Nyakarambi
,13080405,Nyange
,13080406,Ruhanga
,13080407,Rwintare
,13080501,Kabeza
,13080502,Kamashashi
,13080503,Mbabe
,13080504,Murambi
,13080505,Ngarama
,13080506,Sangano
,13080601,Cyankongi
,13080602,Cyeru
,13080603,Gatare
,13080604,Kagese
,13080605,Kanyetabi
,13080606,Mubano
,13080607,Ruhosha
,13090101,Byimana
,13090102,Gatare
,13090103,Imena
,13090104,Kamahoro
,13090105,Kigarama
,13090106,Rugunga
,13090107,Rurembo
,13090108,Taba
,13090201,Buhoro
,13090202,Gaseke
,13090203,Gateke
,13090204,Gorora
,13090205,Kigabiro
,13090206,Kinunga
,13090207,Kiruhura
,13090208,Munini
,13090209,Murehe
,13090210,Mwijabo
,13090211,Mwijuto
,13090212,Nyarubande
,13090213,Rwezamenyo
,13090214,Sovu
,13090215,Taba
,13090301,Amahoro
,13090302,Amarebe
,13090303,Amarembo
,13090304,Bigabiro
,13090305,Bukinanyana
,13090306,Bumanzi
,13090307,Bwiza
,13090308,Gatsibo
,13090309,Gikundiro
,13090310,Indakemwa
,13090311,Indamutsa
,13090312,Indatwa
,13090313,Inyarurembo
,13090314,Isangano
,13090315,Karama
,13090316,Kinyana
,13090317,Rugwiro
,13090318,Umurava
,13100101,Akindege
,13100102,Indatwa
,13100103,Intwari
,13100104,Kabagendwa
,13100105,Kibaya
,13100106,Mukoni
,13100107,Mulindi
,13100108,Umucyo
,13100109,Uruhongore
,13100201,Gasaraba
,13100202,Gihanga
,13100203,Gitara
,13100204,Kavumu
,13100205,Mahoro
,13100206,Nyarutovu
,13100207,Rugali
,13100208,Runyonza
,13100301,Gabiro
,13100302,Kabaya
,13100303,Kanogo
,13100304,Marembo
,13100305,Umushumba Mwiza
,13100306,Nyandungu
,13100307,Ruragendwa
,13100308,Rwinyana
,13100309,Rwinyange
,13100310,Rwiza
,13100311,Urwibutso
,21010101,Bigega
,21010102,Bugura
,21010103,Kamatovu
,21010104,Karama
,21010105,Kavumu
,21010106,Kibaga
,21010107,Kiberinka
,21010108,Nyakwibereka
,21010109,Nyarutovu
,21010201,Akirabo
,21010202,Gihisi A
,21010203,Gihisi B
,21010204,Karukoranya A
,21010205,Karukoranya B
,21010206,Majyambere
,21010207,Mugandamure A
,21010208,Mugandamure B
,21010209,Mukoni
,21010210,Nyagatovu
,21010211,Nyamagana B
,21010212,Rukandiro
,21010213,Ruvumera
,21010214,Kavumu
,21010215,Nyamagana A
,21010301,Kabuzuru
,21010302,Kigarama
,21010303,Mukindo
,21010304,Ngorongari
,21010305,Rebero
,21010306,Rugarama
,21010307,Rugari A
