dead,gis_code,name
,421404,Nganzo
,421405,Va
,421501,Kabatezi
,421502,Kiryamo
,421503,Mubuga
,421504,Mwiyando
,421505,Rwa
,421601,Buranga
,421602,Gahinga
,421603,Gisozi
,421604,Mucaca
,421701,Busoro
,421702,Gikingo
,421703,Jango
,421704,Ruli
,421705,Rwesero
,421801,Gataba
,421802,Kamonyi
,421803,Murambi
,421804,Nyundo
,421805,Rumbi
,421806,Rurembo
,421901,Burimba
,421902,Busanane
,421903,Joma
,421904,Kageyo
,421905,Mbogo
,421906,Razi
,421907,Rwankuba
,421908,Shyombwe
,430101,Gisesero
,430102,Kavumu
,430103,Nyagisozi
,430104,Sahara
,430201,Bukinanyana
,430202,Buruba
,430203,Cyanya
,430204,Kabeza
,430205,Migeshi
,430206,Rwebeya
,430301,Gakoro
,430302,Gasakuza
,430303,Kabirizi
,430304,Karwasa
,430401,Kigabiro
,430402,Kivumu
,430403,Mbwe
,430404,Muharuro
,430501,Mudakama
,430502,Murago
,430503,Rubindi
,430504,Rungu
,430601,Birira
,430602,Buramira
,430603,Kivumu
,430604,Mbizi
,430701,Bisoke
,430702,Kaguhu
,430705,Nyonirima
,430801,Cyabararika
,430802,Kigombe
,430803,Mpenge
,430804,Ruhengeri
,430901,Cyivugiza
,430902,Cyogo
,430903,Mburabuturo
,430904,Songa
,431001,Cyabagarura
,431002,Garuka
,431003,Kabazungu
,431004,Nyarubuye
,431005,Rwambogo
,431101,Bikara
,431102,Gashinga
,431103,Mubago
,431104,Rugeshi
,431105,Ruyumba
,431201,Cyivugiza
,431202,Kabeza
,431203,Kamwumba
,431204,Muhabura
,431205,Ninda
,431301,Gasongero
,431302,Kamisave
,431303,Murandi
,431304,Murwa
,431305,Rurambo
,431401,Bumara
,431402,Kabushinge
,431403,Musezero
,431404,Nturo
,431405,Nyarubuye
,431501,Gakingo
,431502,Kibuguzo
,431503,Mudende
,440101,Bungwe
,440102,Bushenya
,440103,Mudugari
,431504,Mugari
,440104,Tumba
,440201,Gatsibo
,440202,Mubuga
,440203,Muhotora
,440204,Nyamicucu
,440205,Rusumo
,440301,Gasiza
,440302,Gisovu
,440303,Kabyiniro
,440304,Kagitega
,440305,Kamanyana
,440306,Nyagahinga
,440401,Butare
,440402,Ndongozi
,440403,Ruyange
,440501,Buramba
,440502,Gisizi
,440503,Kidakama
,440504,Nyangwe
,440505,Rwasa
,440601,Gabiro
,440602,Musenda
,440603,Rwambogo
,440604,Rwasa
,440701,Mariba
,440802,Kayenzi
,440803,Kiringa
,440804,Nyamabuye
,440901,Gafuka
,440902,Nkenke
,440903,Nkumba
,440904,Ntaruka
,441001,Bugamba
,441002,Kaganda
,441003,Musasa
,441004,Rutovu
,441101,Bukwashuri
,441104,Nyirataba
,441201,Kivumu
,441202,Nyamugari
,441203,Rubona
,441204,Rushara
,441301,Cyahi
,441302,Gafumba
,441303,Karangara
,441304,Rurembo
,441401,Kilibata
,441402,Mucaca
,441403,Nyanamo
,441404,Rukandabyuma
,441501,Gaseke
,441502,Gatare
,441503,Gitovu
,441504,Rusekera
,441601,Kabona
,441602,Ndago
,441603,Ruhanga
,441701,Gacundura
,441702,Gashoro
,441703,Ruconsho
,441704,Rugari
,450101,Karenge
,450102,Kigabiro
,450103,Kivumu
,450104,Rwesero
,450201,Bwisige
,450202,Gihuke
,450203,Mukono
,450204,Nyabushingitwa
,450301,Gacurabwenge
,450302,Gisuna
,450303,Kibali
,450304,Kivugiza
,450305,Murama
,450306,Ngondore
,450307,Nyakabungo
,450308,Nyamabuye
,450309,Nyarutarama
,450401,Gasunzu
,450402,Muhambo
,450403,Nyakabungo
,450404,Nyambare
,450405,Nyaruka
,450406,Rwankonjo
,450501,Gatobotobo
,450502,Murehe
,450503,Tanda
,450601,Gihembe
,450602,Horezo
,450603,Kabuga
,450604,Muhondo
,450605,Nyamiyaga
,450701,Bugomba
,450702,Gatoma
,450703,Mulindi
,450704,Nyarwambu
,450705,Rukurura
,450801,Kabuga
,450802,Nyiragifumba
,450803,Nyiravugiza
,450804,Remera
,450805,Rusekera
,450806,Ryaruyumba
,450901,Gakenke
,450902,Miyove
,450903,Mubuga
,451001,Cyamuganga
,451002,Gatenga
,451003,Kiruhura
,451004,Mutarama
,451005,Rugerero
,451006,Rusambya
,451101,Cyamuhinda
,451102,Kigoma
,451103,Mwendo
,451104,Ngange
,451105,Rebero
,451201,Gaseke
,451202,Kabeza
,451203,Musenyi
,451204,Mutandi
,451205,Nyarubuye
,451301,Gahumuliza
,451302,Jamba
,451303,Kabeza
,451304,Kabuga
,451305,Karambo
,451306,Kiziba
,451307,Mataba
,451401,Butare
,451402,Kigogo
,451403,Kinishya
,451404,Rusasa
,451405,Rutete
,451406,Rwagihura
,451407,Yaramba
,451501,Gihanga
,451502,Gishambashayo
,451503,Gishari
,451504,Muguramo
,451505,Nyamiyaga
,451601,Cyeya
,451602,Cyuru
,451603,Gisiza
,451604,Kinyami
,451605,Mabare
,451606,Munyinya
,451701,Gitega
,451702,Kamutora
,451703,Karurama
,451801,Bikumba
,451802,Gasharu
,451803,Gatwaro
,451804,Kigabiro
,451805,Munanira
,451806,Nkoto
,451901,Cyandaro
,451902,Gasambya
,451903,Gashirira
,451904,Kabare
,451905,Rebero
,451906,Ruhondo
,452001,Cyeru
,452002,Kigabiro
,452003,Nyagahinga
,452101,Bushara
,452102,Kitazigurwa
,452103,Nyabishambi
,510102,Nyagasambu
,510103,Nyakagunga
,510104,Nyamirama
,510105,Nyarubuye
,510106,Sasabirago
,510201,Gihumuza
,510202,Kagezi
,510203,Kanyangese
,510204,Kibare
,510205,Mutamwa
,510206,Rugarama
,510207,Runyinya
,510208,Rweri
,510301,Binunga
,510302,Bwinsanga
,510303,Cyinyana
,510304,Gati
,510305,Kavumu
,510306,Ruhimbi
,510307,Ruhunda
,510401,Bicaca
,510402,Byimana
,510403,Kabasore
,510404,Kangamba
,510405,Karenge
,510406,Nyabubare
,510407,Nyamatete
,510501,Bwiza
,510502,Cyanya
,510503,Nyagasenyi
,510504,Sibagire
,510505,Sovu
,510601,Byeza
,510602,Kabare
,510603,Karambi
,510604,Karitutu
,510605,Kitazigurwa
,510606,Murambi
,510607,Nsinda
,510608,Ntebe
,510609,Nyarusange
,510701,Kaduha
,510702,Nkungu
,510703,Rweru
,510704,Zinga
,510801,Binunga
,510802,Bwana
,510803,Cyarukamba
,510804,Cyimbazi
,510805,Nkomangwa
,510806,Nyarubuye
,510901,Akabare
,510902,Budahanda
,510903,Kagarama
,510904,Musha
,510905,Nyabisindu
,510906,Nyakabanda
,511001,Akinyambo
,511002,Bujyujyu
,511003,Murehe
,511004,Ntebe
,511005,Nyarukombe
,511101,Bicumbi
,511102,Bushenyi
,511103,Mwulire
,511104,Ntunga
,511201,Bihembe
,511202,Gatare
,511203,Gishore
,511204,Munini
,511205,Rwimbogo
,511301,Akanzu
,511302,Kigarama
,511303,Murama
,511304,Rugarama
,511401,Byinza
,511402,Kabatasi
,511403,Kabuye
,511404,Karambi
,511405,Mabare
,511406,Nawe
,520101,Cyagaju
,520102,Kabeza
,520103,Nyamikamba
,520104,Nyamirembe
,520105,Nyangara
,520106,Nyarurema
,520107,Rwensheke
,520201,Bushara
,520202,Cyenkwanzi
,520203,Gikagati
,520204,Gikundamvura
,520205,Kabuga
,520206,Ndego
,520302,Karama
,520303,Kizirakome
,520304,Mbare
,520305,Musenyi
,520306,Ndama
,520307,Nyagashanga
,520308,Nyamirama
,520309,Rubagabaga
,520310,Rwenyemera
,520311,Rwisirabo
,520401,Bayigaburire
,520402,Kaduha
,520403,Kanyeganyege
,520404,Katabagemu
,520405,Kigarama
,520406,Nyakigando
,520407,Rubira
,520408,Rugazi
,520409,Rutoma
,520501,Gataba
,520502,Gitenga
,520503,Kabungo
,520504,Karambo
,520505,Karujumba
,520506,Tovu
,520601,Bwera
,520602,Byimana
,520603,Cyembogo
,520604,Kagitumba
,520605,Kanyonza
,520606,Matimba
,520607,Nyabwishongwezi
,520608,Rwentanga
,520701,Bibare
,520702,Gakoma
,520703,Mahoro
,520704,Mimuri
,520705,Rugari
,520801,Bufunda
,520802,Gatete
,520803,Gihengeri
,520804,Gishororo
,520805,Kagina
,520806,Rugarama
,520901,Kibirizi
,520902,Kijojo
,520903,Musheri
,520904,Ntoma
,520905,Nyagatabire
,520906,Nyamiyonga
,520907,Rugarama I
,520908,Rugarama Ii
,521001,Barija
,521002,Bushoga
,521003,Cyabayaga
,521004,Gakirage
,521005,Kamagiri
,521006,Nsheke
,521007,Nyagatare
,521008,Rutaraka
,521009,Ryabega
,521103,Nyakagarama
,521104,Rukomo Ii
,521105,Rurenge
,521201,Cyenjonjo
,521202,Gasinga
,521203,Kabare
,521204,Kazaza
,521205,Mishenyi
,521206,Rugarama
,521207,Rukorota
,521208,Rutare
,521209,Rwempasha
,521210,Ryeru
,521301,Gacundezi
,521302,Kabeza
,521303,Kirebe
,521304,Ntoma
,521305,Nyarupfubire
,521306,Nyendo
,521307,Rutungu
,521308,Rwimiyaga
,521401,Gishuro
,521402,Gitengure
,521403,Nkoma
,521404,Nyabitekeri
,521405,Nyagatoma
,521406,Shonga
,521407,Tabagwe
,530101,Kigabiro
,530102,Kimana
,530103,Teme
,530104,Viro
,530201,Gatsibo
,530202,Manishya
,530203,Mugera
,530204,Nyabicwamba
,530205,Nyagahanga
,530301,Bukomane
,530302,Cyabusheshe
,530303,Karubungo
,530304,Mpondwa
,530305,Nyamirama
,530306,Rubira
,530401,Kabarore
,530402,Kabeza
,530403,Karenge
,530404,Marimba
,530405,Nyabikiri
,530406,Simbwa
,530501,Busetsa
,530502,Gituza
,530503,Kintu
,530504,Nyagisozi
,530601,Akabuga
,530602,Gakenke
,530603,Gakoni
,530604,Nyabisindu
,530701,Agakomeye
,530702,Mbogo
,530703,Ndatemwa
,530704,Rubona
,530801,Bibare
,530802,Gakorokombe
,530803,Mamfu
,530804,Rumuli
,530805,Taba
,530901,Murambi
,530902,Nyamiyaga
,530903,Rwankuba
,530904,Rwimitereri
,531001,Bugamba
,531002,Karambi
,531003,Kigasha
,531004,Ngarama
,531005,Nyarubungo
,531101,Gitinda
,531102,Kibare
,531103,Mayange
,531104,Murambi
,531105,Nyagitabire
,531106,Nyamirama
,531201,Bushobora
,531202,Butiruka
,531203,Kigabiro
,531204,Nyagakombe
,531205,Rurenge
,531206,Rwarenga
,531301,Bugarama
,531302,Gihuta
,531303,Kanyangese
,531304,Matare
,531305,Matunguru
,531306,Remera
,531401,Kiburara
,531402,Munini
,531403,Nyamatete
,531404,Rwikiniro
,540101,Juru
,540102,Kahi
,540103,Kiyenzi
,540104,Urugarama
,540201,Cyarubare
,540202,Gitara
,540203,Kirehe
,540204,Rubimba
,540205,Rubumba
,540301,Cyabajwa
,540302,Cyinzovu
,540303,Kabura
,541002,Rukara
,541003,Rwimishinya
,541203,Mukoyoyo
,550104,Nyagasenyi
,550105,Nyakagezi
,551203,Nyarutunga
,560101,Cyerwa
,560203,Karenge
,560204,Kibimba
,561101,Gituza
,561102,Ntovi
,561103,Rubago
,540304,Rusera
,540401,Bwiza
,540402,Kayonza
,540403,Mburabuturo
,540404,Nyagatovu
,540405,Rugendabari
,540501,Bunyentongo
,540502,Muko
,540503,Murama
,540504,Nyakanazi
,540505,Rusave
,540601,Buhabwa
,540602,Karambi
,540603,Murundi
,540604,Ryamanyoni
,540701,Kageyo
,540702,Migera
,540703,Nyamugari
,540704,Nyawera
,540801,Byimana
,540802,Isangano
,540803,Karambi
,540804,Kiyovu
,540901,Gikaya
,540902,Musumba
,540903,Rurambi
,540904,Shyogo
,541001,Kawangire
,541101,Bugambira
,541102,Nkamba
,541103,Ruyonza
,541104,Umubuga
,541201,Gihinga
,541202,Mbarara
,541204,Nkondo
,550101,Butezi
,550102,Muhamba
,550103,Murehe
,550106,Rubimba
,550201,Curazo
,550202,Cyunuzi
,550203,Muganza
,550204,Nyamiryango
,550205,Rwabutazi
,550206,Rwantonde
,550301,Cyanya
,550302,Kigarama
,550303,Kiremera
,550304,Nyakerera
,550305,Nyankurazo
,550401,Gatarama
,550402,Rugarama
,550403,Ruhanga
,550404,Rwanteru
,550501,Gahama
,550502,Kirehe
,550503,Nyabigega
,550504,Nyabikokora
,550505,Rwesero
,550601,Kamombo
,550602,Mwoga
,550603,Saruhembe
,550604,Munini
,550701,Bwiyorere
,550702,Kankobwa
,550703,Mpanga
,550704,Mushongi
,550705,Nasho
,550706,Nyakabungo
,550707,Rubaya
,550801,Gasarabwayi
,550802,Kabuga
,550803,Mubuga
,550804,Musaza
,550805,Nganda
,550901,Bisagara
,550902,Cyamigurwa
,550903,Rugarama
,550904,Rwanyamuhanga
,550905,Rwayikona
,551001,Cyambwe
,551002,Kagese
,551003,Ntaruka
,551004,Rubirizi
,551005,Rugoma
,551101,Bukora
,551102,Kagasa
,551103,Kazizi
,551104,Kiyanzi
,551105,Nyamugari
,551201,Mareba
,551202,Nyabitare
,560102,Giseri
,560103,Munege
,560104,Mutsindo
,560201,Ihanika
,560202,Jarama
,560205,Kigoma
,560301,Akaziba
,560302,Karaba
,560303,Nyamirambo
,560401,Birenga
,560402,Gahurire
,560403,Karama
,560404,Kinyonzo
,560405,Umukamba
,560501,Cyasemakamba
,560502,Gahima
,560503,Gatonde
,560504,Karenge
,560505,Mahango
,560601,Akabungo
,560602,Mugatare
,560603,Ntanga
,560604,Nyamugari
,560605,Nyange
,560701,Gitaraga
,560702,Kigabiro
,560703,Mvumba
,560704,Rurenge
,560705,Sakara
,560801,Karwema
,560802,Kibare
,560803,Mutenderi
,560804,Muzingira
,560805,Nyagasozi
,560901,Bugera
,560902,Kinunga
,560903,Ndekwe
,560904,Nyamagana
,561001,Buliba
,561002,Kibatsi
,561003,Nyaruvumu
,561004,Nyinya
,561104,Rubona
,561105,Rwintashya
,561201,Akagarama
,561202,Muhurire
,561203,Musya
,561204,Rugese
,561205,Rujambara
,561206,Rwikubo
,561301,Gafunzo
,561302,Kibonde
,561303,Nkanga
,561304,Rukoma
,561401,Nyagasozi
,561402,Nyagatugunda
,561403,Ruhembe
,561404,Ruhinga
,570101,Biryogo
,570102,Kabuye
,570103,Kagomasi
,570104,Mwendo
,570105,Ramiro
,570201,Juru
,570202,Kabukuba
,570203,Mugorore
,570204,Musovu
,570205,Rwinume
,570301,Biharagu
,570401,Bushenyi
,570502,Kagenge
,570503,Kibenga
,570804,Nyakayenzi
,570805,Rutonde
,570302,Burenge
,570303,Kampeka
,570304,Nyakayaga
,570305,Tunda
,570402,Gakomeye
,570403,Nyamigina
,570404,Rango
,570405,Rugarama
,570501,Gakamba
,570504,Kibirizi
,570505,Mbyo
,570601,Gicaca
,570602,Musenyi
,570603,Nyagihunika
,570604,Rulindo
,570701,Bitaba
,570702,Kagasa
,570703,Rugunga
,570704,Rurenge
,570801,Gihembe
,570802,Murama
,570803,Ngeruka
,570901,Cyugaro
,570902,Kanzenze
,570903,Kibungo
,571001,Kanazi
,571002,Kayumba
,571003,Maranyundo
,571004,Murama
,571005,Nyamata y' Umujyi
,571101,Gihinga
,571102,Kabuye
,571103,Murambi
,571104,Ngenda
,571105,Rugando
,571201,Kabeza
,571202,Karera
,571203,Kimaranzara
,571204,Ntarama
,571205,Nyabagendwa
,571301,Bihari
,571302,Gatanga
,571303,Gikundamvura
,571304,Kindama
,571305,Ruhuha
,571401,Batima
,571402,Kintambwe
,571403,Mazane
,571404,Nemba
,571405,Nkanga
,571406,Sharita
,571501,Kabagugu
,571502,Kamabuye
,571503,Nziranziza
,571504,Rebero
,571505,Rutare
