dead,gis_code,name
,411204,Munyarwanda
,411301,Kajevuba
,411302,Kiyanza
,411303,Mahaza
,411401,Buraro
,411402,Bwimo
,411403,Mberuka
,411404,Mbuye
,411501,Gako
,411502,Kirenge
,411503,Taba
,411601,Bugaragara
,411602,Kijabagwe
,411603,Muvumu
,411604,Rubona
,411605,Rutonde
,411701,Barari
,411702,Gahabwa
,411703,Misezero
,411704,Nyirabirori
,411705,Taba
,420101,Birambo
,420102,Butereri
,420103,Byibuhiro
,420104,Kamina
,420105,Kirabo
,420106,Mwumba
,420107,Ruhanga
,420201,Kiruku
,420202,Mbirima
,420203,Nyange
,420204,Nyanza
,420301,Muhaza
,420302,Muhororo
,420303,Muramba
,420304,Mutanda
,420305,Rukore
,420401,Buheta
,420402,Kagoma
,420403,Nganzo
,420404,Rusagara
,420501,Nyacyina
,420502,Rukura
,420503,Rutabo
,420504,Rutenderi
,420505,Taba
,420601,Gakindo
,420602,Gashyamba
,420603,Gatwa
,420604,Karukungu
,420701,Kamubuga
,420702,Kidomo
,420703,Mbatabata
,420704,Rukore
,420801,Kanyanza
,420802,Karambo
,420803,Kirebe
,420901,Cyintare
,420902,Gasiza
,420903,Rugimbu
,420904,Ruhinga
,420905,Sereri
,421001,Buyange
,421002,Gikombe
,421003,Nyundo
,421101,Gasiho
,421102,Munyana
,421103,Murambi
,421104,Raba
,421201,Gahinga
,421202,Munyana
,421203,Mutego
,421204,Nkomane
,421205,Rutabo
,421206,Rutenderi
,421207,Rwamambe
,421301,Busake
,421302,Bwenda
,421303,Gasiza
,421304,Gihinga
,421305,Huro
,421306,Musagara
,421307,Musenyi
,421308,Ruganda
,421309,Rwinkuba
,421401,Bumba
,421402,Gisiza
,421403,Karyango
